name,name_link,price,rating,rated_by,desc
"2013 Screaming Eagle","https://www.sokolin.com/2013-screaming-eagle","$4,549.00","100","VM","Enjoyed over dinner in Burgundy after tasting many truly lovely wines, this wine could erase your memory of anything else. It is a riveting tour-de-force, with a medium lemon-yellow colour and heady, incredibly forward aromas of ripe orchard and ston"
"2013 Vietti Barolo Ravera","https://www.sokolin.com/2013-vietti-barolo-ravera","$859.00","100","RP","The 2014 Único was produced with grapes from 40 hectares of vines selected from the 210 hectares the winery has. The grapes were picked between September 20th and October 3rd, and the blend was 94% Tinto Fino and 6% Cabernet Sauvignon. It fermented i"
"2014 Coche Dury Corton Charlemagne","https://www.sokolin.com/2014-coche-dury-corton-charlemagne","$9,495.00","99","JS","An utterly perfect wine from Alain Vauthier, the 2015 Château Ausone offers off the hook notes of crème de cassis, black raspberries, toasted spice and dried flowers, with more floral and mineral characteristics developing with time in the glass. Ama"
"2014 Vega Sicilia Unico","https://www.sokolin.com/2014-vega-sicilia-unico","$479.00","100","JD","From the very beginning, the 2015 Canon has made an eloquent case for itself as one of the wines of the vintage. Multiple tastings from bottle only confirm what several early tastings hinted at: the 2015 Canon is simply extraordinary in every way. Su"
"2015 Ausone","https://www.sokolin.com/2015-ausone","$1,425.00","100","RP","Another perfect wine is the 2015 Ermitage le Meal Blanc. The most decadent, unctuous and layered in the lineup, with to-die-for notes of white currants, toasted nuts, celery seed and licorice, it hits the palate with full-bodied richness, a huge mid-"
"2015 Canon","https://www.sokolin.com/2015-canon","$280.00","98","TWI","A very complex and complete nose with everything so integrated and beautifully judged. There are ripe blackberries, blood plums, fragrant spices, dark stones and roasted coffee, to name just some of what is already on offer here. The palate has such"
"2015 Chapoutier Hermitage Le Meal Blanc","https://www.sokolin.com/2015-chapoutier-hermitage-le-meal-blanc","$549.00","100","JS","A perfect wine in every way, the 2015 Côte Rôtie La Turque comes from an incredible terroir on the Côte Brune and includes 7% Viognier. Stylistically, it normally fits between the more ripe, exuberant La Mouline and the more austere, tannic La Landon"
"2015 Guigal Cote Rotie La Mouline","https://www.sokolin.com/2015-guigal-cote-rotie-la-mouline","$499.00","97","JD","The 2015 Haut Brion is a perfect wine that couldn’t be any better and is certainly at the top of this great vintage. A blend of 50% Merlot, 42% Cabernet Sauvignon, and the balance Cabernet Franc, this full-bodied, concentrated, backward, yet sensatio"
"2015 Guigal Cote Rotie La Turque","https://www.sokolin.com/2015-guigal-cote-rotie-la-turque","$565.00","100","JS","The 2015 Cristal is a blend of 60% Pinot Noir and 40% Chardonnay. No malo-lactic was employed, and 25% wine was aged in oak. The dosage is 7 grams per liter. An exquisitely delicate yet complex perfume of clover honey, freshly shaved ginger, marzipan"
"2015 Haut Brion","https://www.sokolin.com/2015-haut-brion","$665.00","93","RP","The grand vin is the 2015 Château Margaux and it’s as good a wine as I’ve ever tasted. Coming from just over one-third of the total production and a blend of 87% Cabernet Sauvignon, 8% Merlot, 3% Cabernet Franc and the balance Petit Verdot, brought u"
"2015 Louis Roederer Cristal","https://www.sokolin.com/2015-louis-roederer-cristal","$319.00","100","JD","The 2015 Châteauneuf-du-Pape Cuvée de Mon Aïeul is another gorgeous wine from this family estate. As always it comes from three Grenache parcels: la Serres, La Crau and La Guigasse (there are 2 hectares in each parcel). In both 2015 and 2016 this cuv"
"2015 Margaux","https://www.sokolin.com/2015-margaux","$1,535.00","100","RP","Stunning aromas of blackcurrant, stone, blueberry and licorice. Also iodine. Floral. Perfumed. Full body, fantastic density of fruit and ripe tannins. It goes on for minutes on the palate with such energy and focus. Touch of chewiness on the finish."
"2015 Pierre Usseglio CDP Mon Aeiul","https://www.sokolin.com/2015-pierre-usseglio-cdp-mon-aeiul","$165.00","98","RP","This is a very sexy, soft Barbaresco with chocolate, earth and pure fruit, from strawberries to cherries. Medium -o full-bodied with elegant tannins that give form to this wine. It’s fine and lovely in the mouth. Exciting. A fine, granular-textured r"
"2015 Sena Red Table Wine","https://www.sokolin.com/2015-sena-red-table-wine","$139.00","100","VM","From 45-year-old vines, macerated for 30-35 days (\"just infusion, no extraction\") and aged in old barrels for 12 months plus six months in tanks, the 2016 Anjou Cabernet Franc is pure and intense on the nose that reveals finely concentrated raspberry"
"2016 Bruno Giacosa Barbaresco Rabaja","https://www.sokolin.com/2016-bruno-giacosa-barbaresco-rabaja","$290.00","100","VM","With more minerality as well as a bloody, iron character, the perfect 2016 Cabernet Sauvignon Lotus Vineyard is 97% Cabernet Sauvignon and 3% Petit Verdot that saw 27 months in new French oak barrels. Incredible notes of blackcurrants, graphite, toba"
"2016 Clau de Nell (Leflaive) Anjou Cabernet Franc","https://www.sokolin.com/2016-clau-de-nell-leflaive-anjou-cabernet-franc","$39.99","98","VM","The 2016 Cabernet Sauvignon Gravelly Meadow is made up of 88% Cabernet Sauvignon, 8% Merlot, 2% Cabernet Franc and 2% Petit Verdot. Very deep purple-black colored, it sashays out of the glass with beautifully provocative black cherries, blueberry com"
"2016 Dana Estates Cabernet Sauvignon Lotus Vyd","https://www.sokolin.com/2016-dana-estates-cabernet-sauvignon-lotus-vyd","$645.00","98","RP","More reserved than the Richebourg and Romanée-St-Vivant, the 2016 La Tâche Grand Cru unwinds in the glass with aromas of wild berries, licorice, rose petal, smoked duck and love, framed by a touch of cedary new oak. On the palate, the wine is full-bo"
"2016 Diamond Creek Gravelly Meadow","https://www.sokolin.com/2016-diamond-creek-gravelly-meadow","$3,599.00","100","JD","The 2016 Barolo Riserva Rüncot is quite possibly the single greatest wine I have tasted in more than twenty years I have been coming here, with the possible exception of the 1989s and 1990s. Deep and powerful, but not at all heavy, the 2016 dazzles f"
"2016 DRC La Tache","https://www.sokolin.com/2016-drc-la-tache","$7,880.00","100","JD","Incredibly deep and complex nose with a slew of black fruit, plus savory and bitter-chocolate notes woven subtly into the extraordinary tapestry of aromas. Titanic concentration, but it still remains so incredibly fresh and poised. Such a pure finish"
"2016 Elio Grasso Barolo Runcot Riserva","https://www.sokolin.com/2016-elio-grasso-barolo-runcot-riserva","$299.00","100","RP","Probably one of my favorite wines in the world is the La Mouline Côte Rôtie from the Guigal family. Coming from old vines and a warmer, steep, terraced parcel not far from the estate, it also includes a big chunk of Viognier and spent 4 years in new"
"2016 Figeac","https://www.sokolin.com/2016-figeac","$1,750.00","100","RP","(E Guigal, La Turque, Syrah / Shiraz, Côte-Rôtie, Rhône, France, Red) Lighter and more perfumed than the 2017 La Turque, more aerial in aroma, violets. I love the smoothness of the tannins, the silkiness on the palate. Again, the balance feels very n"
"2016 Guigal Cote Rotie La Mouline","https://www.sokolin.com/2016-guigal-cote-rotie-la-mouline","$499.00","100","JD","On another level and one of the greatest young Bordeaux I’ve ever tasted, the 2016 Lafite-Rothschild is composed of 92% Cabernet Sauvignon and 8% Merlot raised in new oak. It takes the classic elegance and class of Lafite and turns the dial up to 11,"
"2016 Guigal Cote Rotie La Turque","https://www.sokolin.com/2016-guigal-cote-rotie-la-turque","$499.00","100","RP","Unquestionably one of the top 2-3 wines of the vintage, the 2016 Château Montrose is a monument in the making. Checking in as a blend of 68% Cabernet Sauvignon, 25% Merlot, and 7% Cabernet Franc raised in 60% new French oak (the balance was in once-u"
"2016 Lafite Rothschild","https://www.sokolin.com/2016-lafite-rothschild","$955.00","100","JD","Composed of 83% Cabernet Sauvignon, 15% Merlot, 1% Cabernet Franc and 1% Petit Verdot, the 2016 Mouton Rothschild has an opaque garnet-purple color. WOW—the nose explodes from the glass with powerful blackcurrant cordial, black raspberries, blueberry"
"2016 Montrose","https://www.sokolin.com/2016-montrose","$270.00","100","JD","Spectacular aromas of crushed berries, such as blueberries and raspberries. Fresh flowers with hints of sandalwood. Exotic. Saturated palate of so much fruit, yet remains agile and energetic. Great length and texture. Fills your mouth. This needs tim"
"2016 Mouton Rothschild","https://www.sokolin.com/2016-mouton-rothschild","$1,665.00","100","RP","I was also able to taste the 2016 Châteauneuf Du Pape Cuvée Da Capo, which comes mostly from older vines in the La Crau lieu-dit and spends an additional year in a large foudre. The 2016 vintage was truly magical for the region, and this Cuvée Da Cap"
"2016 Pavie","https://www.sokolin.com/2016-pavie","$595.00","100","JD","Coming from the genius winemaking talent of Nicolas Glumineau, the 2016 Château Pichon Longueville Comtesse de Lalande matches the 1982 and is a perfect, legendary wine in the making. A blend of 75% Cabernet Sauvignon, 21% Merlot, and 4% Cabernet Fra"
"2016 Pegau CDP Cuvee de Capo","https://www.sokolin.com/2016-pegau-cdp-cuvee-de-capo","$379.00","100","VM","An incredible wine that tops out on my scale, the 2016 Cabernet Sauvignon Beckstoffer To Kalon comes from one of the great terroirs of the world and delivers everything you could want from a Napa Cabernet! Off-the-hook notes of blackcurrants, blueber"
"2016 Pichon Lalande","https://www.sokolin.com/2016-pichon-lalande","$325.00","93-95","VM","A perfect wine that’s up with the top handful of wines in this incredible vintage, the 2016 Châteauneuf-du-Pape Collection Charles Giraud (60/40 Grenache and Mourvèdre) boasts a sensational nose of currants, cured meats, kirsch, exotic spices, and sa"
"2016 Realm Cellars Cabernet Sauvignon Beckstoffer to Kalon Vineyard","https://www.sokolin.com/2016-realm-cellars-cabernet-sauvignon-beckstoffer-to-kalon-vineyard","$495.00","98","JS","The 2016 Sassicaia is a wine of soaring achievement. I tasted this wine several times during the course of its creation in both barrel and bottle, and the highly deserved 100-point score you see here was enthusiastically assigned at the conclusion of"
"2016 Saint Prefert CDP Collecion Charles Giraud","https://www.sokolin.com/2016-saint-prefert-cdp-collecion-charles-giraud","$185.00","100","VM","The 2016 Cabernet Sauvignon Estate has shut down slightly since I tasted it last year, yet it’s still a magical, perfect wine. A blend of 85% Cabernet Sauvignon, 9% Cabernet Franc, and the balance Petit Verdot, it offers incredible notes of pure crèm"
"2016 Sassicaia","https://www.sokolin.com/2016-sassicaia","$1,149.00","97","JD","The 2016 Barolo Ravera is bursting with all of the tension that is the most singular characteristic of this site. Freshly cut flowers, white pepper and mint lend energy to a wine that is very shy and tightly wound today. Then again, it is Ravera. Mac"
"2016 Spottswoode Cabernet Sauvignon","https://www.sokolin.com/2016-spottswoode-cabernet-sauvignon","$349.00","97","VM","The 2017 Charmes-Chambertin Grand Cru has a very precise and focused bouquet, almost the epitome of transparency and utterly encapsulating. There is real mineralité here. The palate is medium-bodied with supple tannin, very tensile from the start wit"
"2016 Vietti Barolo Ravera","https://www.sokolin.com/2016-vietti-barolo-ravera","$485.00","99","JD","Roses and lavender with other flowers. Peaches. Glorious fruit of dark plums and ripe strawberries. This is dense and intense but there are layers of very fine tannins, like fine cashmere. Goes on for minutes. Opens in the mouth. Almost endless. Thre"
"2017 Armand Rousseau Charmes Chambertin","https://www.sokolin.com/2017-armand-rousseau-charmes-chambertin","$999.00","99","JS","The 2017 D’Alceo possesses mind-blowing intensity and pedigree to burn. Rich, ample and explosive, the 2017 is magnificently impressive right out of the gate. Lavender, rose petal, spice, kirsch, mint and violet lead into a core of inky dark blue/pur"
"2017 Bruno Giacosa Barolo Falletto Vigna Le Rocche Riserva","https://www.sokolin.com/2017-bruno-giacosa-barolo-falletto-vigna-le-rocche-riserva","$699.00","100","RP","As always, the 2017 Châteauneuf Du Pape Cuvée De Mon Aïeul is all Grenache (from La Serres, La Crau, and La Guigasse) that was not destemmed and was brought up all in used demi-muids. It’s an extraordinary wine, offering a mammoth bouquet of kirsch l"
"2017 Castello dei Rampolla Vigna D'Alceo","https://www.sokolin.com/2017-castello-dei-rampolla-vigna-dalceo","$429.00","94","JS","The brightness and intensity here is fantastic with density and firmness that is most impressive. Squared-off tannins give this classicism and beauty. Full body. Extremely long and powerful. One to watch.James Suckling | 97-98 JSDark, bright-rimmed p"
"2017 Pierre Usseglio CDP Mon Aeiul","https://www.sokolin.com/2017-pierre-usseglio-cdp-mon-aeiul","$84.99","98","JD","CIX stands for 109, because this was originally called “Parcel 109” when Aubert bought the vineyard. Planted in 2008 to Montrachet clone, the 2018 Chardonnay CIX Estate is wonderfully intense, exploding from the glass with lime cordial, apricot and m"
"2017 Pingus","https://www.sokolin.com/2017-pingus","$1,199.00","95","JG","Ripe-peach, chalk, smoked-almond, matchstick and phenolic aromas. Floral notes, too. It’s full-bodied, creamy and oily. So balanced and restrained, yet dense and impressive. Minerally. Give this time.James Suckling | 99 JSThe 2018 Chardonnay Hudson i"
"2017 Soldera Toscana","https://www.sokolin.com/2017-soldera-toscana","$825.00","98-100","RP","The 2018 Ausone is a blend of 60% Cabernet Franc and 40% Merlot. Deep garnet-purple in color, rather predictably, the nose is almost completely shut-down on first sniff, taking considerable aeration to begin to reveal its jaw-dropping perfume of ripe"
"2018 Aubert Chardonnay CIX","https://www.sokolin.com/2018-aubert-chardonnay-cix","$199.00","98-100","RP","The 2018 Bruno Giacosa Barolo is very rich and hedonistic, with ripe strawberries and rose hip and notes of incense, lilies and violets. It is a lovely nose, persistent, intense and enticing and on the palate it is like falling into a soft velvety be"
"2018 Aubert Chardonnay Hudson Vineyard","https://www.sokolin.com/2018-aubert-chardonnay-hudson-vineyard","$199.00","98-100","JD","The star of the show in 2018 is the 2018 Châteauneuf Du Pape La Combe Des Fous and it has an incredible mix of complexity, power, and elegance that’s something to behold. Sporting a deep purple/plum color as well as a killer bouquet of blackcurrants,"
"2018 Ausone","https://www.sokolin.com/2018-ausone","$735.00","100","WE","The 2018 Echézeaux Grand Cru had been racked the day prior to my visit. That said, the bouquet is very well defined, offering black cherries, raspberry, rosemary and pressed rose petal aromas that blossom with aeration. The palate is medium-bodied wi"
"2018 Bruno Giacosa Barolo Falletto","https://www.sokolin.com/2018-bruno-giacosa-barolo-falletto","$219.00","100","RP","Another candidate for perfection, the 2018 Cote Rotie La Landonne has more of everything. More spice, more florals, more dark fruit, more concentration, more length—you get the idea. Violets accent black cherries in this full-bodied wine, which must"
"2018 Clos Saint Jean CDP la Combe des Fous","https://www.sokolin.com/2018-clos-saint-jean-cdp-la-combe-des-fous","$119.00","100","JD","Like the 2017, Guigal’s 2018 Cote Rotie La Mouline boasts incredible aromatics, with highs ranging from violets and peppery spice to ripe blueberries and raspberries. The oak is in the background, supporting the supple fruit. Full-bodied, lush and si"
"2018 Dujac Echezeaux","https://www.sokolin.com/2018-dujac-echezeaux","$975.00","100","JD","Tasting like the 2015, yet with perhaps slightly more elegance, the 2018 Côte Rôtie La Turque reveals a saturated purple color as well as blockbuster notes of crème de cassis, white flowers, candle wax, graphite, and spiced meats. It’s a huge, full-b"
"2018 E. Guigal Cote Rotie La Landonne","https://www.sokolin.com/2018-e-guigal-cote-rotie-la-landonne","$449.00","100","JD","With its rich swathe of Cabernet Sauvignon, this wine has density and immense structure balanced by stunning black fruits that give impressive promise. This powerful wine is probably the greatest ever produced from this estate. Drink from 2027.Wine E"
"2018 E. Guigal Cote Rotie La Mouline","https://www.sokolin.com/2018-e-guigal-cote-rotie-la-mouline","$439.00","100","VM","The 2018 Lafite Rothschild is blended of 91% Cabernet Sauvignon, 8.5% Merlot and 0.5% Petit Verdot and has 13.3% alcohol. Deep purple-black in color, it needs a fair bit of swirling to unlock intoxicating scents of blackcurrant cordial, baked plums a"
"2018 E. Guigal Cote Rotie La Turque","https://www.sokolin.com/2018-e-guigal-cote-rotie-la-turque","$449.00","99","JS","The 2018 Château Larcis Ducasse checks in as 89% Merlot and 11% Cabernet Franc that comes from a gorgeous hillside terroir on the Côte Pavie, located between Château Pavie and Château Bellefont-Belcier. Aged 18 months in 60% new barrels, it offers a"
"2018 Figeac","https://www.sokolin.com/2018-figeac","$270.00","100","JD","Every bit as good as the 2009, and I think better than the 2010 and 2016, the 2018 Château Léoville Poyferré is a total thrill that tops out my scale. Based on 64% Cabernet Sauvignon, 30% Merlot, and the rest Cabernet Franc and Petit Verdot, its dens"
"2018 Lafite Rothschild","https://www.sokolin.com/2018-lafite-rothschild","$945.00","99","JD","One of the wines of the vintage is the 2018 Château Pavie, and Gérard Perse continues to produce one of the greatest wines in the world, in just about every vintage. Based on 60% Merlot, 22% Cabernet Franc and 18% Cabernet Sauvignon, the 2018 shows t"
"2018 Larcis Ducasse","https://www.sokolin.com/2018-larcis-ducasse","$150.00","100","DEC","The 2018 Il Caberlot is a stunning wine. It’s not the most immediate nor explosive Caberlot, but it is such a tremendous example of this wine. The bouquet alone is mesmerizing. Crushed herbs, rose petal, mint, blood orange, incense and sweet pipe tob"
"2018 Leoville Poyferre","https://www.sokolin.com/2018-leoville-poyferre","$175.00","98-100","VM","This is beautifully polished with firm, dusty tannins to the blue fruit, as well as chocolate and cedar character. Some much earthier character, too, from mushrooms to bark. Forest flowers. Perfumed. It’s full-bodied with round tannins and a soft, cr"
"2018 Pavie","https://www.sokolin.com/2018-pavie","$430.00","98","JS","One of the wines of the vintage, as well as a legendary Napa Cabernet that will compete with anything out there, the 2018 Cabernet Sauvignon Estate reveals a deep purple hue as well as extraordinary notes of pure crème de cassis and blackberry-scente"
"2018 Podere Il Carnasciale Il Caberlot","https://www.sokolin.com/2018-podere-il-carnasciale-il-caberlot","$499.00","","","The 2018 Pym-Rae can be thought of as a hypothetical mix of the 2016 and 2017, with more sexiness and opulence than the 2017 and a touch more elegance and precision than the 2016. Wonderful cassis, violets, tobacco, lead pencil, and chocolate notes d"
"2018 Quintessa","https://www.sokolin.com/2018-quintessa","$279.00","","","Rousseau Clos de Bèze is a blend of three plots that total 1.42ha. Cyrielle believes the wine shows better in its youth than Chambertin. Both wines, however, are vinified in the same way: destemmed, long maceration, gentle extraction and ageing in ne"
"2018 Spottswoode Cabernet Sauvignon","https://www.sokolin.com/2018-spottswoode-cabernet-sauvignon","$319.00","","","The 2019 Chardonnay Eastside Vineyard is deep, powerful and packed. Lemon confit, crushed rocks, menthol, graphite, chamomile and vanillin infuse the 2019 with striking layers of dimension. Bright acids give the sculpted finish tremendous persistence"
"2018 Tesseron Estate Pym-Rae Napa Valley","https://www.sokolin.com/2018-tesseron-estate-pym-rae-napa-valley","$359.00","","","Sweet and succulent aromas of tangerines, freshly cut ripe strawberries, cherries and flowers follow through to a full-bodied palate with sleek and dense tannins that run the length of the wine and then fan out into a dense, vivid finish of fruit. It"
"2019 Armand Rousseau Chambertin Clos de Beze Grand Cru","https://www.sokolin.com/2019-armand-rousseau-chambertin-clos-de-beze-grand-cru","$5,799.00","","",""
"2019 Aubert Chardonnay Eastside","https://www.sokolin.com/2019-aubert-chardonnay-eastside","$499.00","","",""
"2019 Bruno Giacosa Barbaresco Asili","https://www.sokolin.com/2019-bruno-giacosa-barbaresco-asili","$479.00","","",""
